loan_id,loan_status,default_flag
2101040,Current,0
349956,Current,0
1926059,Fully Paid,0
669648,Fully Paid,0
1033679,Fully Paid,0
1009915,Current,0
1394267,Current,0
252303,Fully Paid,0
802892,Current,0
1012943,Charged Off,1
1701491,Fully Paid,0
1905212,Fully Paid,0
1408570,Current,0
687092,Fully Paid,0
1745336,Current,0
297711,Fully Paid,0
1362455,Current,0
267526,Fully Paid,0
1537509,Current,0
139762,Fully Paid,0
1311029,Fully Paid,0
1675288,Current,0
2137370,Current,0
823202,Current,0
1139791,Current,0
67739,Fully Paid,0
1282046,Charged Off,1
567246,Fully Paid,0
1565113,Current,0
2021561,Current,0
659121,Fully Paid,0
2227699,Fully Paid,0
710315,Fully Paid,0
1318232,Fully Paid,0
935675,Current,0
509042,Current,0
1183204,Charged Off,1
152743,Fully Paid,0
1727623,Current,0
688882,Current,0
951554,Current,0
572812,Current,0
147578,Charged Off,1
1241923,Fully Paid,0
1434188,Current,0
1503655,Current,0
1284243,Charged Off,1
1703578,Fully Paid,0
460975,Current,0
2206178,Current,0
1197069,Fully Paid,0
1396658,Current,0
292476,Fully Paid,0
1319267,Fully Paid,0
1214055,Fully Paid,0
211661,Fully Paid,0
1563721,Current,0
1267446,Fully Paid,0
1273283,Fully Paid,0
1446527,Current,0
1518144,Fully Paid,0
1903540,Fully Paid,0
705082,Charged Off,1
1333259,Fully Paid,0
691578,Fully Paid,0
858272,Current,0
1101979,Fully Paid,0
1643396,Fully Paid,0
1546822,Current,0
1406588,Current,0
1345566,Fully Paid,0
608431,Current,0
521304,Current,0
1652903,Does not meet the credit policy. Status:Fully Paid,0
1634788,Fully Paid,0
1405706,Current,0
61604,Fully Paid,0
1577094,Current,0
2122525,Charged Off,1
575053,Fully Paid,0
672167,Fully Paid,0
228309,Fully Paid,0
2155648,Fully Paid,0
2190436,Fully Paid,0
378695,Charged Off,1
446008,Fully Paid,0
1209913,Fully Paid,0
1460436,Current,0
1243417,Fully Paid,0
1738342,Current,0
1593834,Current,0
1875817,Charged Off,1
2001515,Current,0
2201251,Charged Off,1
1244564,Fully Paid,0
2167042,Fully Paid,0
2069180,Current,0
593725,Current,0
1660475,Current,0
1994834,Fully Paid,0
1453212,Current,0
146126,Fully Paid,0
186842,Fully Paid,0
1076186,Charged Off,1
783995,Current,0
1147300,Fully Paid,0
1951514,Current,0
7516,Charged Off,1
2216243,Current,0
259800,Fully Paid,0
287293,Fully Paid,0
1422287,Current,0
1150227,Fully Paid,0
1124680,Fully Paid,0
855250,Current,0
1393154,Current,0
606786,Current,0
1876352,Fully Paid,0
1570670,Current,0
1486289,Current,0
177237,Fully Paid,0
767883,Current,0
2197637,Fully Paid,0
441909,Current,0
1058961,Fully Paid,0
12659,Fully Paid,0
1475412,Current,0
23402,Fully Paid,0
307004,Fully Paid,0
1706989,Current,0
859078,Current,0
1915104,Fully Paid,0
823143,Current,0
747232,Current,0
831846,Current,0
1600321,Current,0
1437156,Current,0
1254540,Current,0
1986398,Fully Paid,0
1614298,Fully Paid,0
398228,Charged Off,1
2010405,Fully Paid,0
171882,Fully Paid,0
1763251,Fully Paid,0
1346734,Charged Off,1
2145519,Fully Paid,0
1530397,Current,0
1202697,Fully Paid,0
1577307,Current,0
427590,Current,0
2089891,Current,0
173652,Current,0
803856,Charged Off,1
1953133,Fully Paid,0
472948,Current,0
216947,Fully Paid,0
268236,Fully Paid,0
919156,Charged Off,1
1739933,Fully Paid,0
1003315,Fully Paid,0
909094,Fully Paid,0
1239415,Fully Paid,0
530499,Current,0
1907218,Fully Paid,0
1748365,Current,0
611162,Fully Paid,0
1535775,Charged Off,1
948378,Fully Paid,0
7095,Current,0
855908,Late (31-120 days),1
815651,Current,0
1852120,Fully Paid,0
248132,Fully Paid,0
1622975,Fully Paid,0
2062328,Current,0
1155251,Fully Paid,0
346137,Fully Paid,0
1504903,Current,0
595215,Current,0
779757,Current,0
1182557,Fully Paid,0
1579147,Current,0
2182612,Fully Paid,0
153112,Fully Paid,0
631076,Current,0
1077151,Fully Paid,0
783909,Current,0
2021750,Fully Paid,0
2226806,Fully Paid,0
488524,Current,0
1916105,Fully Paid,0
1390285,Current,0
85683,Current,0
1969039,Fully Paid,0
2008694,Fully Paid,0
969315,Fully Paid,0
2165821,Fully Paid,0
2260589,Current,0
2195800,Fully Paid,0
1814092,Charged Off,1
2018308,Charged Off,1
1870479,Fully Paid,0
990990,Current,0
1571999,Current,0
689125,Fully Paid,0
127882,Fully Paid,0
1852546,Fully Paid,0
1931326,Fully Paid,0
314548,Fully Paid,0
2018624,Current,0
1326774,Fully Paid,0
970164,Fully Paid,0
2180628,Fully Paid,0
1508301,Current,0
1498740,Current,0
1253696,Fully Paid,0
112055,Fully Paid,0
235293,Fully Paid,0
425087,Current,0
1147834,Current,0
2257860,Current,0
798136,Current,0
1999247,Fully Paid,0
1144307,Fully Paid,0
1535069,Current,0
508673,Fully Paid,0
1987530,Fully Paid,0
528093,Current,0
1364758,Current,0
1549928,Current,0
1888933,Fully Paid,0
641907,Current,0
982981,Charged Off,1
2205801,Fully Paid,0
120945,Fully Paid,0
514173,Current,0
1813958,Fully Paid,0
801992,Current,0
1847526,Fully Paid,0
1463818,Current,0
300041,Current,0
93841,Charged Off,1
691839,Fully Paid,0
2154999,Current,0
2234354,Fully Paid,0
875955,Current,0
769937,Current,0
2211239,Current,0
858449,Current,0
1523799,Current,0
585273,Current,0
225875,Fully Paid,0
1293606,Fully Paid,0
190226,Charged Off,1
701653,Current,0
2253929,Current,0
65419,Fully Paid,0
1856362,Fully Paid,0
1537621,Current,0
437659,Current,0
1853485,Fully Paid,0
2203583,Fully Paid,0
1224249,Fully Paid,0
415808,Fully Paid,0
597295,Current,0
1811043,Fully Paid,0
560773,Current,0
1648234,Fully Paid,0
2189673,Charged Off,1
794384,Current,0
2106838,Current,0
1469538,Current,0
1885186,Fully Paid,0
1555089,Current,0
239383,Charged Off,1
547621,Current,0
1712882,In Grace Period,0
1516831,Current,0
420327,Fully Paid,0
1025041,Charged Off,1
219294,Fully Paid,0
1834651,Fully Paid,0
1435879,Current,0
1850863,Fully Paid,0
1095039,Fully Paid,0
998738,Late (31-120 days),1
859952,Current,0
974042,Fully Paid,0
720493,Fully Paid,0
1057975,Fully Paid,0
2043098,Charged Off,1
1690872,Current,0
1059918,Fully Paid,0
1719753,Current,0
310118,Current,0
138840,Fully Paid,0
2089884,Current,0
1613424,Fully Paid,0
772902,Current,0
2079374,Current,0
913994,Fully Paid,0
701614,Current,0
1942030,Current,0
1184874,Fully Paid,0
633722,Current,0
1414867,Current,0
1265789,Fully Paid,0
919424,Current,0
1251677,Fully Paid,0
573776,Fully Paid,0
577842,Current,0
1870437,Fully Paid,0
2101555,Fully Paid,0
1371386,Current,0
1261892,Fully Paid,0
94919,Charged Off,1
132811,Fully Paid,0
751813,Current,0
605341,Current,0
146580,Fully Paid,0
1565853,Fully Paid,0
1920533,Fully Paid,0
1773769,Fully Paid,0
1750372,Current,0
1603708,Current,0
135270,Charged Off,1
836205,Current,0
240102,Fully Paid,0
1368065,Current,0
1160333,Fully Paid,0
1702102,Fully Paid,0
1405016,Current,0
2077054,Current,0
1886225,Fully Paid,0
1976703,Fully Paid,0
2163735,Charged Off,1
1917327,Fully Paid,0
468834,Current,0
752798,Current,0
524791,Current,0
80073,Fully Paid,0
618678,Current,0
846100,Current,0
2173450,Fully Paid,0
904198,Current,0
1336289,Fully Paid,0
985081,Fully Paid,0
734345,Fully Paid,0
219891,Charged Off,1
600493,Current,0
761593,Current,0
1882914,Fully Paid,0
1027560,Late (31-120 days),1
1741760,Fully Paid,0
1852732,Charged Off,1
1045429,Charged Off,1
17947,Fully Paid,0
727154,Current,0
543987,Fully Paid,0
1814912,Fully Paid,0
332192,Fully Paid,0
2198982,Charged Off,1
1778882,Fully Paid,0
87029,Charged Off,1
292734,Charged Off,1
1313447,Fully Paid,0
579241,Current,0
890548,Current,0
2154760,Fully Paid,0
623279,Fully Paid,0
2119963,Fully Paid,0
1100752,Fully Paid,0
1441224,Current,0
301328,Current,0
532660,Current,0
1209318,Charged Off,1
736444,Charged Off,1
1782936,Fully Paid,0
130497,Fully Paid,0
1535405,Current,0
2045040,Current,0
997430,Charged Off,1
1136961,Fully Paid,0
389503,Current,0
598693,Current,0
1512749,Current,0
1156735,Fully Paid,0
762074,Current,0
1093983,Fully Paid,0
1770630,Fully Paid,0
1441765,Current,0
951381,Fully Paid,0
225618,Fully Paid,0
1459851,Current,0
1829688,Fully Paid,0
1933959,Fully Paid,0
1371376,Current,0
276953,Fully Paid,0
693015,Current,0
710271,Current,0
1830593,Fully Paid,0
1850105,Fully Paid,0
1249176,Late (31-120 days),1
436592,Current,0
2222,Charged Off,1
595873,Current,0
2009206,Current,0
212559,Fully Paid,0
1168677,Fully Paid,0
957909,Fully Paid,0
1859041,Fully Paid,0
1725144,Current,0
2205204,Fully Paid,0
1004778,Fully Paid,0
204613,Fully Paid,0
70044,Fully Paid,0
1907321,Fully Paid,0
1602399,Current,0
728832,Fully Paid,0
719543,Fully Paid,0
22303,Current,0
217352,Fully Paid,0
1002485,Fully Paid,0
1723523,Fully Paid,0
1617947,Fully Paid,0
1091212,Fully Paid,0
286315,Current,0
172591,Fully Paid,0
1572834,Current,0
2064510,Current,0
1793340,Fully Paid,0
2124901,Current,0
1574571,Current,0
1790572,Fully Paid,0
1749083,Current,0
1965614,Current,0
2161473,Fully Paid,0
149574,Current,0
1499248,Current,0
1507326,Current,0
1519421,Current,0
824253,Current,0
474037,Current,0
1977904,Fully Paid,0
1129085,Charged Off,1
263903,Fully Paid,0
1370751,Current,0
465801,Current,0
1486141,Fully Paid,0
1339925,Charged Off,1
1952171,Charged Off,1
695392,Fully Paid,0
1913104,Fully Paid,0
1363784,Current,0
1710260,Current,0
153998,Fully Paid,0
702015,Current,0
985425,Current,0
2170838,Current,0
1164292,Fully Paid,0
793171,Fully Paid,0
2082676,Fully Paid,0
541481,Current,0
2007418,Current,0
2147096,Charged Off,1
1659865,Fully Paid,0
1366495,Current,0
1431823,Current,0
906577,Fully Paid,0
776124,Current,0
1375245,Current,0
1776215,Fully Paid,0
372725,Fully Paid,0
1781118,Fully Paid,0
1944946,Current,0
1457914,Fully Paid,0
1598423,Current,0
1649620,Fully Paid,0
1600287,Current,0
666318,Fully Paid,0
447085,Current,0
1791316,Fully Paid,0
1609003,Fully Paid,0
1918122,Fully Paid,0
517436,Current,0
815800,Current,0
326882,Fully Paid,0
1507507,Current,0
1671807,Fully Paid,0
661799,Current,0
1063024,Current,0
1691428,Fully Paid,0
1695961,Current,0
1948318,Charged Off,1
1829865,Fully Paid,0
545999,Current,0
599230,Current,0
965210,Current,0
321587,Charged Off,1
1902242,Fully Paid,0
882876,Current,0
1304093,Fully Paid,0
572389,Late (31-120 days),1
1361595,Current,0
1845112,Fully Paid,0
332678,Fully Paid,0
688778,Current,0
2212831,Charged Off,1
1787743,Fully Paid,0
262209,Fully Paid,0
41969,Fully Paid,0
1998682,Current,0
1290145,Fully Paid,0
439043,Current,0
107681,Fully Paid,0
980348,Current,0
1239238,Charged Off,1
1146598,Fully Paid,0
425157,Current,0
794829,Fully Paid,0
33726,Current,0
25741,Current,0
2174624,Charged Off,1
815720,Current,0
596993,Current,0
1887730,Fully Paid,0
1722664,Fully Paid,0
1284464,Fully Paid,0
879241,Current,0
786851,Current,0
691795,Fully Paid,0
142372,Charged Off,1
690565,Fully Paid,0
1538073,Charged Off,1
834169,Current,0
484677,In Grace Period,0
487767,Fully Paid,0
2198544,Current,0
732205,Current,0
2027085,Current,0
1021282,Current,0
751533,Current,0
2072453,Fully Paid,0
2258494,Charged Off,1
1665846,Late (31-120 days),1
1519601,Current,0
1001324,Fully Paid,0
1964800,Fully Paid,0
288259,Fully Paid,0
134645,Fully Paid,0
1343972,Fully Paid,0
329114,Fully Paid,0
1127844,Fully Paid,0
775097,Current,0
1554587,Current,0
1309628,Fully Paid,0
1910303,Fully Paid,0
1178550,Fully Paid,0
2227809,Fully Paid,0
1378752,Current,0
160536,Fully Paid,0
1006721,Current,0
1422454,Late (31-120 days),1
1922022,Fully Paid,0
2129372,Fully Paid,0
1453169,Current,0
2095527,Fully Paid,0
1306775,Fully Paid,0
873189,Current,0
287844,Fully Paid,0
1263992,Fully Paid,0
1666192,Current,0
1349838,Fully Paid,0
1712995,Current,0
2011799,Current,0
1785729,Fully Paid,0
639243,Fully Paid,0
1688421,Fully Paid,0
1495543,Current,0
649160,Fully Paid,0
1387100,Current,0
1598539,Current,0
88063,Current,0
595796,Fully Paid,0
957045,Charged Off,1
184517,Current,0
1158017,Fully Paid,0
946480,Current,0
105457,Fully Paid,0
2092399,Current,0
1891000,Charged Off,1
1640634,Charged Off,1
523712,Current,0
1249185,Fully Paid,0
1219316,Fully Paid,0
1020858,Fully Paid,0
1890131,Fully Paid,0
2082230,Current,0
636938,Current,0
1319016,Fully Paid,0
1528364,Current,0
1359140,Current,0
581061,Current,0
1793432,Fully Paid,0
86281,Fully Paid,0
749164,Charged Off,1
50000,Fully Paid,0
1737855,Current,0
1229942,Fully Paid,0
364319,Fully Paid,0
1108871,Charged Off,1
840804,Current,0
761281,Current,0
1795243,Fully Paid,0
1290718,Fully Paid,0
1914795,Fully Paid,0
930109,Fully Paid,0
1388846,Current,0
1159551,Charged Off,1
1284715,Charged Off,1
259410,Charged Off,1
2142806,Current,0
1142573,Fully Paid,0
270402,Fully Paid,0
2084409,Charged Off,1
1060978,Fully Paid,0
2037860,Current,0
687413,Fully Paid,0
2221539,Current,0
433335,Current,0
1337319,Fully Paid,0
2188871,Current,0
1288296,Fully Paid,0
1594341,Charged Off,1
595416,Fully Paid,0
1929790,Fully Paid,0
1965599,Charged Off,1
2053327,Current,0
1526706,Current,0
1667735,Charged Off,1
93506,Fully Paid,0
508266,Current,0
1879415,Charged Off,1
1587103,Current,0
669861,Current,0
1154896,Charged Off,1
997189,Fully Paid,0
289202,Fully Paid,0
278758,Charged Off,1
34414,Fully Paid,0
1017010,Fully Paid,0
2036796,Fully Paid,0
231314,Fully Paid,0
1059824,Charged Off,1
1307315,Charged Off,1
2227579,Fully Paid,0
1224942,Fully Paid,0
1516089,Current,0
1702032,Current,0
1403913,Current,0
503252,Current,0
17417,Fully Paid,0
355042,Fully Paid,0
2493,Fully Paid,0
826138,Fully Paid,0
1045566,Charged Off,1
2118572,Current,0
481706,Current,0
1730526,Charged Off,1
16478,Fully Paid,0
929242,Current,0
543407,Current,0
362961,Fully Paid,0
1460417,Current,0
1925220,Fully Paid,0
1401644,Current,0
15924,Fully Paid,0
1050179,Fully Paid,0
996790,Charged Off,1
55109,Charged Off,1
687640,Fully Paid,0
1317297,Fully Paid,0
1536997,Current,0
233218,Fully Paid,0
1601960,Current,0
2047699,Fully Paid,0
588288,Charged Off,1
1809710,Fully Paid,0
1489542,Current,0
52221,Fully Paid,0
969931,Current,0
1394108,Current,0
734829,Current,0
1264905,Fully Paid,0
1154175,Fully Paid,0
1469497,Current,0
2239551,Current,0
59392,Current,0
1848385,Fully Paid,0
1502452,Current,0
2065173,Current,0
1903184,Fully Paid,0
1079728,Fully Paid,0
1901344,Fully Paid,0
340943,Fully Paid,0
2044540,Current,0
1986925,Fully Paid,0
2062263,Fully Paid,0
1646187,Fully Paid,0
215857,Fully Paid,0
2139202,In Grace Period,0
544645,Fully Paid,0
1883736,Fully Paid,0
1252726,Charged Off,1
458187,Current,0
1492144,Current,0
542765,Current,0
889547,Current,0
843014,Current,0
694218,Fully Paid,0
1806780,Fully Paid,0
1986696,Charged Off,1
658302,Fully Paid,0
355675,Charged Off,1
1315245,Fully Paid,0
638213,Fully Paid,0
2197818,Fully Paid,0
465423,Current,0
324848,Fully Paid,0
387636,Current,0
1914058,Fully Paid,0
2109300,Fully Paid,0
1508875,Current,0
581496,Current,0
1392856,Current,0
377831,Fully Paid,0
732200,Fully Paid,0
1911386,Fully Paid,0
316549,Fully Paid,0
1382120,Current,0
1246380,Current,0
1524459,Current,0
1493466,Current,0
1742305,Current,0
1266331,Fully Paid,0
1128489,Fully Paid,0
1096149,Fully Paid,0
777710,Current,0
1440529,Current,0
816227,Current,0
370718,Fully Paid,0
1747935,Current,0
2208576,Fully Paid,0
458645,Fully Paid,0
1368876,Current,0
64584,Fully Paid,0
97492,Fully Paid,0
1400900,Current,0
1006512,Fully Paid,0
1704821,Current,0
733551,Fully Paid,0
1565797,Current,0
975439,Fully Paid,0
717554,Current,0
1833757,Fully Paid,0
1801956,Charged Off,1
1252643,Fully Paid,0
1182995,Fully Paid,0
1450010,Current,0
644770,Fully Paid,0
1411267,Fully Paid,0
287786,Current,0
1971114,Current,0
676170,Fully Paid,0
208047,Fully Paid,0
240448,Fully Paid,0
1898311,Fully Paid,0
1536874,Current,0
1381613,Current,0
792415,Current,0
1498890,Current,0
1056470,Fully Paid,0
1721991,Current,0
1147595,Fully Paid,0
838971,Current,0
855425,Current,0
307049,Charged Off,1
752972,Current,0
2087980,Current,0
293927,Fully Paid,0
965176,Fully Paid,0
1797249,Fully Paid,0
798477,Current,0
1311015,Fully Paid,0
62938,Current,0
998081,Fully Paid,0
1940119,Current,0
2117460,Current,0
2176266,Fully Paid,0
258482,Fully Paid,0
1254653,Fully Paid,0
1318899,Fully Paid,0
1480513,Current,0
322923,Charged Off,1
2128395,Current,0
1861479,Charged Off,1
468193,Current,0
20043,Fully Paid,0
704069,Charged Off,1
141103,Fully Paid,0
882910,Fully Paid,0
1779574,Charged Off,1
779698,Current,0
899872,Current,0
467356,Fully Paid,0
99265,Fully Paid,0
657163,Fully Paid,0
646936,Fully Paid,0
710867,Charged Off,1
1237275,Fully Paid,0
265985,Fully Paid,0
372983,Charged Off,1
662068,Current,0
2043247,Current,0
261119,Fully Paid,0
146597,Fully Paid,0
91013,Charged Off,1
1264541,Fully Paid,0
1690181,Charged Off,1
593028,Current,0
1584556,Fully Paid,0
775492,Current,0
2008642,Fully Paid,0
2059508,Current,0
1982874,Fully Paid,0
1464508,In Grace Period,0
667523,Current,0
1334210,Fully Paid,0
338211,Fully Paid,0
331264,Fully Paid,0
519704,Current,0
861684,Current,0
371910,Charged Off,1
1162991,Charged Off,1
1471629,Current,0
995065,Charged Off,1
1740901,Fully Paid,0
2097888,Fully Paid,0
493599,Current,0
1904702,Fully Paid,0
1860496,Fully Paid,0
924220,Current,0
985907,Fully Paid,0
1369957,Current,0
717967,Late (31-120 days),1
1193631,Fully Paid,0
1771812,Fully Paid,0
883057,Current,0
294443,Charged Off,1
1078920,Current,0
1819618,Fully Paid,0
9331,Fully Paid,0
251795,Current,0
1999318,Fully Paid,0
452423,Current,0
1249222,Charged Off,1
452631,Current,0
1878534,Fully Paid,0
680778,Fully Paid,0
1593510,Current,0
1679806,Late (16-30 days),0
1399738,Current,0
920549,Fully Paid,0
1088225,Current,0
2102207,Current,0
648883,Fully Paid,0
1267298,Fully Paid,0
1374586,Current,0
1255125,Fully Paid,0
650983,Current,0
2096835,Current,0
1913682,Fully Paid,0
804558,Current,0
764201,Current,0
309578,Charged Off,1
1642273,Fully Paid,0
760299,Current,0
1885143,Fully Paid,0
229769,Fully Paid,0
567232,Current,0
147953,Fully Paid,0
501368,Fully Paid,0
351739,Fully Paid,0
94178,Fully Paid,0
1989044,Fully Paid,0
1189562,Fully Paid,0
914153,Current,0
271296,Fully Paid,0
1645356,Charged Off,1
2259543,Current,0
2111333,Charged Off,1
1671086,Current,0
670810,Late (31-120 days),1
1315811,Charged Off,1
1545014,Fully Paid,0
1542220,Current,0
430143,Current,0
563321,Fully Paid,0
1102334,Charged Off,1
1988742,Fully Paid,0
389713,Fully Paid,0
2245304,Fully Paid,0
651204,Current,0
1337106,Fully Paid,0
1465068,Late (16-30 days),0
53914,Fully Paid,0
758563,Current,0
1152282,Fully Paid,0
2174378,Fully Paid,0
1624004,Fully Paid,0
100266,Fully Paid,0
25703,Charged Off,1
588496,Current,0
52472,Fully Paid,0
1425501,Current,0
566744,Fully Paid,0
2001846,Fully Paid,0
1185204,Fully Paid,0
284998,Fully Paid,0
1921264,Fully Paid,0
1619768,Fully Paid,0
1802348,Fully Paid,0
835244,Current,0
1193844,Fully Paid,0
875714,Current,0
392636,Fully Paid,0
1674758,Current,0
205318,Current,0
1235267,Fully Paid,0
1977084,Fully Paid,0
828395,Current,0
889151,Current,0
193893,Fully Paid,0
1235124,Fully Paid,0
36459,Fully Paid,0
2097000,Late (16-30 days),0
692215,Charged Off,1
1577860,Current,0
734880,Current,0
1111631,Fully Paid,0
1586342,Current,0
157465,Charged Off,1
2187577,Fully Paid,0
23813,Fully Paid,0
647243,Current,0
988997,Current,0
310360,Current,0
1761862,Fully Paid,0
207841,Fully Paid,0
1522452,Fully Paid,0
1947386,Charged Off,1
382257,Fully Paid,0
1541209,Current,0
1311888,Charged Off,1
981116,Current,0
2059343,Late (31-120 days),1
2236755,Fully Paid,0
1194137,Fully Paid,0
2086334,Current,0
1513108,Current,0
808865,Fully Paid,0
893714,Current,0
302916,Charged Off,1
1333116,Charged Off,1
1710639,Current,0
1936224,Fully Paid,0
839807,Current,0
478250,Current,0
536936,Fully Paid,0
1143519,Fully Paid,0
381342,Charged Off,1
996737,Fully Paid,0
552705,Current,0
282164,Charged Off,1
1997309,Current,0
2057132,Current,0
1591001,Current,0
1650926,Fully Paid,0
510099,Fully Paid,0
778656,Current,0
1425393,Current,0
1130517,Fully Paid,0
379867,Fully Paid,0
1209028,Fully Paid,0
2228882,Fully Paid,0
1784464,Fully Paid,0
871405,Current,0
26989,Charged Off,1
1484601,Current,0
43951,Fully Paid,0
602047,Fully Paid,0
98373,Current,0
1600197,Current,0
497975,Fully Paid,0
1357541,Current,0
549581,Current,0
1434738,Current,0
30451,Fully Paid,0
230254,Fully Paid,0
1037327,Fully Paid,0
2158719,Current,0
2114620,Current,0
1399371,Current,0
205478,Fully Paid,0
2054757,Current,0
1331809,Charged Off,1
616894,Fully Paid,0
1301097,Fully Paid,0
1804867,Charged Off,1
1657629,Fully Paid,0
2067907,Charged Off,1
48639,Fully Paid,0
1849575,Fully Paid,0
1006505,Charged Off,1
583906,Fully Paid,0
537029,Current,0
2176199,Fully Paid,0
1203253,Fully Paid,0
1528650,Current,0
1715346,Fully Paid,0
1089641,Current,0
785694,Current,0
2204064,Fully Paid,0
1860782,Charged Off,1
2251961,Current,0
777351,Current,0
520975,Current,0
904497,Fully Paid,0
757192,Current,0
937780,Charged Off,1
1899614,Fully Paid,0
250211,Fully Paid,0
1663188,Current,0
1301902,Charged Off,1
1929704,Fully Paid,0
1387355,Current,0
250292,Charged Off,1
2150625,Current,0
1175860,Fully Paid,0
1450925,Current,0
1265982,Fully Paid,0
722303,Fully Paid,0
1572896,Current,0
1982152,Current,0
1265272,Fully Paid,0
2080840,Current,0
1035544,Current,0
852975,Current,0
1672392,Fully Paid,0
800953,Current,0
2214271,Charged Off,1
1014018,Current,0
1231512,Fully Paid,0
1214467,Charged Off,1
379392,Fully Paid,0
1088775,Fully Paid,0
1780014,Fully Paid,0
187114,Current,0
1170434,Charged Off,1
877293,Current,0
669411,Fully Paid,0
325966,Current,0
591704,Current,0
1100109,Fully Paid,0
559436,Current,0
1272892,Current,0
508893,Current,0
1618429,Fully Paid,0
937259,Current,0
192125,Fully Paid,0
1722587,Current,0
2212998,Current,0
729151,Fully Paid,0
1305878,Charged Off,1
953537,Current,0
949115,Current,0
883479,Current,0
2189887,Fully Paid,0
382261,Fully Paid,0
875512,Current,0
1564641,Late (16-30 days),0
1422089,Current,0
1652279,Does not meet the credit policy. Status:Fully Paid,0
276042,Fully Paid,0
1341257,Fully Paid,0
1869387,Fully Paid,0
1909418,Fully Paid,0
1610912,Current,0
1501752,Current,0
580998,Late (31-120 days),1
1247345,Fully Paid,0
2056961,Fully Paid,0
1177634,Fully Paid,0
683261,Fully Paid,0
1457512,Current,0
1804823,Fully Paid,0
1228073,Charged Off,1
1603171,Current,0
418161,Fully Paid,0
44430,Fully Paid,0
204068,Charged Off,1
1612565,Fully Paid,0
82706,Charged Off,1
1048542,Fully Paid,0
666756,Current,0
1171323,Fully Paid,0
488269,Current,0
2254269,Fully Paid,0
14179,Current,0
702224,Fully Paid,0
309505,Charged Off,1
2239641,Fully Paid,0
1479798,Current,0
1282967,Fully Paid,0
2061052,Current,0
1717113,Fully Paid,0
1875397,Fully Paid,0
1694588,Current,0
306773,Fully Paid,0
45851,Fully Paid,0
1877237,Fully Paid,0
1721830,Current,0
109177,Fully Paid,0
1690327,Current,0
1185293,Fully Paid,0
1307679,Fully Paid,0
927754,Fully Paid,0
1172524,Fully Paid,0
1290356,Fully Paid,0
659060,Current,0
1377696,Current,0
1525147,Current,0
2039211,Current,0
219271,Charged Off,1
1822135,Fully Paid,0
1447421,Current,0
634651,Charged Off,1
1068001,Fully Paid,0
1752602,Fully Paid,0
1687337,Current,0
1148391,Fully Paid,0
855684,Fully Paid,0
485011,Fully Paid,0
313744,Fully Paid,0
525094,Current,0
385097,Charged Off,1
725642,Fully Paid,0
2213758,Charged Off,1
1369132,Current,0
2129946,Current,0
1207504,Fully Paid,0
898143,Fully Paid,0
1780463,Fully Paid,0
472386,Current,0
1054777,Fully Paid,0
1785861,Fully Paid,0
2099358,Current,0
400748,Fully Paid,0
754705,Late (31-120 days),1
1197642,Fully Paid,0
610980,Current,0
109961,Fully Paid,0
654093,Current,0
1573557,Fully Paid,0
2234002,Fully Paid,0
158964,Fully Paid,0
1113821,Fully Paid,0
1062880,Fully Paid,0
1825499,Fully Paid,0
2184489,Fully Paid,0
822089,Current,0
1014664,Fully Paid,0
295340,Current,0
148042,Fully Paid,0
1592586,Current,0
839372,Current,0
405216,Fully Paid,0
258761,Charged Off,1
1374580,Current,0
1560999,Current,0
505284,Current,0
451175,Fully Paid,0
1141408,Fully Paid,0
1368418,Current,0
1158876,Charged Off,1
1545044,Charged Off,1
1370987,Current,0
2071864,Current,0
447383,Current,0
459078,Current,0
104184,Fully Paid,0
1337704,Fully Paid,0
254561,Charged Off,1
254523,Fully Paid,0
524461,Current,0
651172,Current,0
238586,Charged Off,1
436602,Fully Paid,0
732854,Current,0
1503500,Current,0
833695,Current,0
1015721,Fully Paid,0
19260,Fully Paid,0
1877522,Fully Paid,0
437258,Current,0
1909376,Fully Paid,0
43959,Current,0
469795,Current,0
1221557,Fully Paid,0
410539,Fully Paid,0
324092,Fully Paid,0
762092,Current,0
1316289,Fully Paid,0
1147014,Charged Off,1
1797395,Fully Paid,0
1155253,Charged Off,1
1084649,Fully Paid,0
1199389,Fully Paid,0
1979950,Current,0
992552,Fully Paid,0
1419086,Current,0
1088533,Fully Paid,0
187415,Current,0
366056,Fully Paid,0
1259384,Fully Paid,0
1147627,Fully Paid,0
1632158,Fully Paid,0
1296257,Fully Paid,0
472811,Current,0
2064469,Current,0
2168945,Current,0
1299514,Charged Off,1
473477,Current,0
1048329,Charged Off,1
1487134,Current,0
1074261,Fully Paid,0
863666,Current,0
575562,Current,0
1171526,Fully Paid,0
1583485,Current,0
1345378,Fully Paid,0
1409735,Current,0
723383,Fully Paid,0
1383957,Current,0
2154202,Current,0
1851773,Charged Off,1
949949,Current,0
280061,Charged Off,1
1556211,Current,0
1050425,Fully Paid,0
85162,Fully Paid,0
462358,Late (31-120 days),1
1423951,Current,0
1087369,Fully Paid,0
2067227,Current,0
1010588,Fully Paid,0
1240168,Fully Paid,0
276701,Fully Paid,0
910295,Current,0
719047,Current,0
1037837,Charged Off,1
993359,Fully Paid,0
1871518,Fully Paid,0
880085,Current,0
1353018,Current,0
473410,Current,0
1121612,Charged Off,1
154928,Fully Paid,0
617179,Current,0
1667598,Fully Paid,0
103069,Fully Paid,0
991233,Current,0
2168307,Fully Paid,0
