loan_id,customer_id,loan_amnt,term,int_rate,installment,grade,sub_grade,purpose,issue_d
2045040,507357,16000.0, 60 months,7.97,324.2,A,A5,credit_card,2017-12-01
997430,481257,27050.0, 60 months,21.97,746.64,E,E4,debt_consolidation,2016-03-01
1136961,359395,20000.0, 36 months,12.99,673.79,C,C2,debt_consolidation,2014-11-01
389503,574683,25000.0, 60 months,17.14,623.2,D,D4,debt_consolidation,2015-01-01
598693,1331,20000.0, 36 months,19.03,733.43,D,D3,credit_card,2017-08-01
1512749,544872,10000.0, 36 months,11.05,327.63,B,B4,debt_consolidation,2018-06-01
1156735,431592,6800.0, 36 months,13.35,230.27,C,C2,debt_consolidation,2014-10-01
762074,32971,25000.0, 60 months,12.73,565.38,B,B5,debt_consolidation,2018-09-01
1093983,205144,5800.0, 36 months,14.85,200.64,C,C5,debt_consolidation,2016-01-01
1770630,443800,10000.0, 60 months,9.67,210.86,B,B1,credit_card,2013-11-01
1441765,60255,40000.0, 36 months,7.84,1250.51,A,A4,credit_card,2018-10-01
951381,602129,8000.0, 36 months,10.49,259.99,B,B2,debt_consolidation,2017-05-01
225618,116708,17125.0, 36 months,5.32,515.72,A,A1,debt_consolidation,2015-07-01
1459851,376354,25000.0, 60 months,11.55,550.45,B,B4,credit_card,2018-10-01
1829688,273917,11500.0, 36 months,10.64,374.54,B,B2,home_improvement,2013-07-01
1933959,475104,18700.0, 36 months,15.81,655.69,C,C4,credit_card,2012-03-01
1371376,133318,14400.0, 60 months,11.8,318.87,B,B4,credit_card,2018-12-01
276953,248092,16000.0, 36 months,11.53,527.85,B,B5,credit_card,2015-05-01
693015,290002,3600.0, 36 months,18.25,130.61,D,D3,debt_consolidation,2016-05-01
710271,316336,4000.0, 36 months,7.39,124.23,A,A4,major_purchase,2016-04-01
1830593,401444,2000.0, 36 months,15.22,69.55,C,C3,credit_card,2013-07-01
1850105,578303,14500.0, 36 months,6.03,441.32,A,A1,debt_consolidation,2013-05-01
1249176,493189,27200.0, 60 months,18.99,705.44,E,E1,credit_card,2014-07-01
436592,289145,6025.0, 36 months,16.01,211.86,C,C5,other,2018-03-01
2222,651639,16000.0, 60 months,15.77,387.14,D,D1,small_business,2015-12-01
595873,195078,3600.0, 36 months,18.06,130.26,D,D2,car,2017-08-01
2009206,197531,12500.0, 60 months,22.39,348.02,E,E1,home_improvement,2016-07-01
212559,560271,21600.0, 36 months,10.99,707.06,B,B4,credit_card,2015-07-01
1168677,160058,9000.0, 36 months,15.61,314.69,D,D1,credit_card,2014-10-01
957909,77424,16900.0, 60 months,15.99,410.89,C,C5,debt_consolidation,2017-04-01
1859041,224933,6625.0, 60 months,23.83,189.94,F,F5,other,2013-04-01
1725144,629609,16000.0, 36 months,6.99,493.97,A,A2,home_improvement,2017-01-01
2205204,34584,16000.0, 36 months,7.24,495.8,A,A3,credit_card,2016-11-01
1004778,314424,3000.0, 36 months,5.32,90.35,A,A1,debt_consolidation,2016-03-01
204613,575693,11400.0, 36 months,9.17,363.42,B,B2,credit_card,2015-07-01
70044,479059,3000.0, 36 months,6.24,91.6,A,A2,home_improvement,2015-11-01
1907321,593585,6000.0, 36 months,17.27,214.73,C,C5,other,2012-09-01
1602399,477074,3500.0, 36 months,17.47,125.61,D,D1,debt_consolidation,2018-04-01
728832,360253,7600.0, 36 months,11.47,250.51,B,B5,home_improvement,2016-04-01
719543,281912,12000.0, 36 months,9.75,385.8,B,B3,credit_card,2016-05-01
22303,545358,10400.0, 60 months,17.86,263.31,D,D5,credit_card,2015-12-01
217352,88504,30000.0, 36 months,6.89,924.81,A,A3,credit_card,2015-07-01
1002485,670310,18000.0, 36 months,5.32,542.07,A,A1,home_improvement,2016-03-01
1723523,552134,15000.0, 36 months,11.49,494.57,B,B5,debt_consolidation,2017-02-01
1617947,340342,8250.0, 36 months,7.51,256.67,A,A3,home_improvement,2011-10-01
1091212,480469,16000.0, 36 months,6.49,490.32,A,A2,credit_card,2016-01-01
286315,359272,20000.0, 60 months,16.99,496.95,D,D3,home_improvement,2015-05-01
172591,565032,8000.0, 36 months,12.29,266.83,C,C1,home_improvement,2015-08-01
1572834,168806,14700.0, 36 months,6.07,447.67,A,A2,debt_consolidation,2018-04-01
2064510,400647,4000.0, 36 months,10.42,129.86,B,B3,other,2017-12-01
1793340,554626,31825.0, 60 months,17.76,804.0,D,D1,credit_card,2013-10-01
2124901,513745,6025.0, 36 months,9.93,194.22,B,B2,debt_consolidation,2017-10-01
1574571,68097,25000.0, 60 months,13.58,576.28,C,C2,debt_consolidation,2018-04-01
1790572,570502,32000.0, 36 months,20.2,1192.5,D,D5,debt_consolidation,2013-10-01
1749083,60040,16000.0, 60 months,11.39,351.0,B,B3,credit_card,2017-01-01
1965614,69155,36800.0, 60 months,9.49,772.69,B,B2,debt_consolidation,2016-09-01
2161473,556877,36000.0, 36 months,22.74,1388.68,E,E1,debt_consolidation,2016-12-01
149574,533890,20000.0, 60 months,13.33,458.45,C,C3,debt_consolidation,2015-09-01
1499248,513234,40000.0, 60 months,11.05,870.7,B,B4,home_improvement,2018-06-01
1507326,29019,30000.0, 60 months,19.42,785.17,D,D3,credit_card,2018-06-01
1519421,369,14000.0, 60 months,18.45,358.95,D,D2,other,2018-06-01
824253,112204,25000.0, 36 months,6.11,761.8,A,A1,debt_consolidation,2018-08-01
474037,402595,15000.0, 60 months,16.02,364.94,C,C5,credit_card,2018-02-01
1977904,547384,3000.0, 36 months,8.59,94.83,A,A5,home_improvement,2016-08-01
1129085,403430,8000.0, 36 months,6.99,246.99,A,A3,credit_card,2014-12-01
263903,1472,12500.0, 36 months,5.32,376.44,A,A1,credit_card,2015-06-01
1370751,280677,10000.0, 60 months,18.94,259.08,D,D2,debt_consolidation,2018-12-01
465801,466568,25000.0, 36 months,7.97,783.07,A,A5,credit_card,2018-02-01
1486141,651739,30000.0, 36 months,17.47,1076.62,D,D1,debt_consolidation,2018-06-01
1339925,480452,16000.0, 60 months,24.08,461.04,F,F2,home_improvement,2014-01-01
1952171,279999,10000.0, 36 months,15.59,349.55,C,C5,debt_consolidation,2016-09-01
695392,575462,8000.0, 36 months,7.39,248.45,A,A4,debt_consolidation,2016-05-01
1913104,279767,4500.0, 36 months,12.12,149.73,B,B3,credit_card,2012-08-01
1363784,78691,25000.0, 36 months,27.27,1024.26,E,E5,debt_consolidation,2018-12-01
1710260,57389,8000.0, 36 months,6.99,246.99,A,A2,debt_consolidation,2017-02-01
153998,173372,25000.0, 36 months,9.17,796.98,B,B2,credit_card,2015-09-01
702015,651217,15000.0, 36 months,7.39,465.84,A,A4,debt_consolidation,2016-05-01
985425,33374,32000.0, 60 months,7.39,639.55,A,A4,debt_consolidation,2016-03-01
2170838,628444,18000.0, 60 months,24.74,525.59,E,E3,other,2016-12-01
1164292,577398,24000.0, 36 months,10.99,785.62,B,B3,credit_card,2014-10-01
793171,628599,7500.0, 36 months,14.47,258.05,C,C2,debt_consolidation,2018-08-01
2082676,358776,6400.0, 36 months,16.02,225.07,C,C5,debt_consolidation,2017-11-01
541481,27879,15000.0, 36 months,17.09,535.47,D,D1,credit_card,2017-09-01
2007418,440433,16000.0, 60 months,14.49,376.37,C,C4,debt_consolidation,2016-07-01
2147096,350287,21725.0, 60 months,28.72,685.9,F,F1,home_improvement,2017-10-01
1659865,612730,26925.0, 36 months,11.49,887.76,B,B5,credit_card,2017-03-01
1366495,678116,11000.0, 36 months,12.98,370.53,B,B5,other,2018-12-01
1431823,199157,30000.0, 60 months,6.67,589.38,A,A2,credit_card,2018-11-01
906577,673946,14000.0, 60 months,26.3,421.66,E,E5,other,2017-06-01
776124,627554,6000.0, 36 months,10.08,193.83,B,B1,debt_consolidation,2018-09-01
1375245,686139,10000.0, 60 months,10.72,216.04,B,B2,debt_consolidation,2018-12-01
1776215,593404,15000.0, 36 months,10.99,491.01,B,B2,credit_card,2013-11-01
372725,515056,10000.0, 36 months,12.29,333.53,C,C1,debt_consolidation,2015-02-01
1781118,630683,16425.0, 36 months,16.2,579.08,C,C4,other,2013-10-01
1944946,628058,12000.0, 36 months,11.49,395.66,B,B5,credit_card,2016-09-01
1457914,124465,25000.0, 60 months,14.47,587.82,C,C2,credit_card,2018-10-01
1598423,313576,22800.0, 60 months,19.42,596.73,D,D3,debt_consolidation,2018-04-01
1649620,452250,19000.0, 36 months,15.68,665.03,E,E1,debt_consolidation,2009-01-01
1600287,270976,4000.0, 36 months,9.92,128.92,B,B2,other,2018-04-01
666318,78149,10000.0, 36 months,9.16,318.75,B,B2,other,2016-06-01
447085,494277,15000.0, 36 months,10.9,490.38,B,B4,debt_consolidation,2018-03-01
1791316,345875,12600.0, 60 months,21.0,340.88,E,E1,debt_consolidation,2013-10-01
1609003,14128,18000.0, 36 months,9.43,576.01,B,B1,credit_card,2018-04-01
1918122,230718,10500.0, 36 months,12.12,349.36,B,B3,debt_consolidation,2012-07-01
517436,418792,8000.0, 36 months,6.08,243.67,A,A2,credit_card,2018-01-01
815800,60171,40000.0, 36 months,6.11,1218.88,A,A1,credit_card,2018-08-01
326882,666856,8000.0, 36 months,8.18,251.36,B,B1,other,2015-04-01
1507507,451465,4800.0, 36 months,12.13,159.73,B,B5,debt_consolidation,2018-06-01
1671807,416718,9275.0, 36 months,12.74,311.36,C,C1,debt_consolidation,2017-03-01
661799,179163,35000.0, 60 months,25.29,1033.26,E,E5,debt_consolidation,2016-06-01
1063024,420655,12000.0, 60 months,11.47,263.74,B,B5,credit_card,2016-02-01
1691428,594543,17125.0, 36 months,11.49,564.64,B,B5,credit_card,2017-02-01
1695961,292466,7000.0, 36 months,8.24,220.14,B,B1,credit_card,2017-02-01
1948318,268988,7000.0, 36 months,12.79,235.16,C,C1,credit_card,2016-09-01
1829865,540200,15350.0, 60 months,15.88,372.31,C,C4,debt_consolidation,2013-07-01
545999,477589,6000.0, 36 months,10.42,194.79,B,B3,debt_consolidation,2017-09-01
599230,450602,15000.0, 36 months,16.02,527.51,C,C5,other,2017-08-01
965210,1967,30000.0, 60 months,11.44,658.88,B,B4,home_improvement,2017-04-01
321587,250816,12175.0, 60 months,18.25,310.83,E,E1,credit_card,2015-04-01
1902242,45660,18000.0, 36 months,15.31,626.72,C,C2,debt_consolidation,2012-10-01
882876,48111,25000.0, 60 months,13.59,576.41,C,C2,credit_card,2017-06-01
1304093,271609,12800.0, 60 months,16.59,315.3,D,D1,credit_card,2014-04-01
572389,207433,24000.0, 60 months,16.02,583.89,C,C5,debt_consolidation,2017-08-01
1361595,13167,26000.0, 36 months,16.14,915.89,C,C4,credit_card,2018-12-01
1845112,47942,1400.0, 36 months,18.75,51.15,D,D3,debt_consolidation,2013-05-01
332678,348615,4500.0, 36 months,8.18,141.39,B,B1,debt_consolidation,2015-04-01
688778,305626,17150.0, 36 months,14.46,589.99,C,C4,debt_consolidation,2016-05-01
2212831,222845,5500.0, 36 months,12.74,184.63,C,C1,home_improvement,2016-11-01
1787743,587252,18250.0, 60 months,9.99,387.67,B,B1,debt_consolidation,2013-10-01
262209,569484,20000.0, 36 months,7.89,625.72,A,A5,credit_card,2015-06-01
41969,203345,5000.0, 36 months,11.99,166.05,C,C1,debt_consolidation,2015-12-01
1998682,194922,6350.0, 36 months,19.99,235.96,D,D4,debt_consolidation,2016-08-01
1290145,239094,5800.0, 36 months,14.64,200.04,C,C3,debt_consolidation,2014-04-01
439043,606452,20000.0, 60 months,17.47,502.12,D,D1,debt_consolidation,2018-03-01
107681,552106,8000.0, 36 months,12.69,268.36,C,C2,credit_card,2015-10-01
980348,61672,36000.0, 36 months,7.99,1127.95,A,A5,debt_consolidation,2017-04-01
1239238,345049,14300.0, 60 months,22.15,396.18,E,E5,home_improvement,2014-07-01
1146598,305624,16000.0, 36 months,14.31,549.26,C,C4,debt_consolidation,2014-11-01
425157,59019,30000.0, 60 months,26.77,911.95,E,E5,debt_consolidation,2018-03-01
794829,360364,10000.0, 36 months,10.47,324.89,B,B2,debt_consolidation,2018-08-01
33726,675356,12000.0, 60 months,11.99,266.88,C,C1,debt_consolidation,2015-12-01
25741,601981,15550.0, 60 months,17.57,391.24,D,D4,debt_consolidation,2015-12-01
2174624,578093,8000.0, 36 months,7.99,250.66,A,A5,home_improvement,2016-12-01
815720,69846,35000.0, 36 months,10.08,1130.67,B,B1,credit_card,2018-08-01
596993,630622,20000.0, 60 months,18.06,508.53,D,D2,debt_consolidation,2017-08-01
1887730,1508,30000.0, 60 months,17.27,749.94,C,C5,debt_consolidation,2012-12-01
1722664,351497,19350.0, 36 months,23.99,759.06,E,E2,debt_consolidation,2017-01-01
1284464,273458,5875.0, 36 months,15.61,205.42,C,C5,debt_consolidation,2014-05-01
879241,230766,7625.0, 36 months,30.75,326.84,F,F5,other,2017-06-01
786851,136805,12000.0, 36 months,7.84,375.16,A,A4,debt_consolidation,2018-09-01
691795,481648,6675.0, 36 months,18.25,242.16,D,D3,debt_consolidation,2016-05-01
142372,63271,28000.0, 36 months,12.29,933.89,C,C1,credit_card,2015-09-01
690565,349367,21000.0, 60 months,11.99,467.03,C,C1,credit_card,2016-05-01
1538073,634875,11200.0, 60 months,15.49,269.34,C,C4,car,2018-05-01
834169,652542,24000.0, 60 months,13.56,552.98,C,C1,debt_consolidation,2018-08-01
484677,29949,30000.0, 36 months,17.09,1070.93,D,D1,debt_consolidation,2018-02-01
487767,57813,14000.0, 60 months,13.59,322.79,C,C2,debt_consolidation,2018-02-01
2198544,442357,4200.0, 36 months,7.99,131.6,A,A5,car,2016-11-01
732205,60488,35000.0, 36 months,16.29,1235.52,D,D1,debt_consolidation,2016-04-01
2027085,480702,12000.0, 36 months,11.49,395.66,B,B5,debt_consolidation,2016-07-01
1021282,47106,30000.0, 60 months,14.46,705.23,C,C4,debt_consolidation,2016-03-01
751533,352586,10000.0, 36 months,18.94,366.26,D,D2,home_improvement,2018-09-01
2072453,340400,8000.0, 36 months,9.93,257.88,B,B2,debt_consolidation,2017-12-01
2258494,109894,35000.0, 60 months,18.99,907.73,D,D3,credit_card,2016-10-01
1665846,643442,7200.0, 36 months,12.74,241.7,C,C1,debt_consolidation,2017-03-01
1519601,605814,25000.0, 36 months,8.08,784.34,A,A5,debt_consolidation,2018-06-01
1001324,188546,8000.0, 36 months,8.39,252.14,B,B1,credit_card,2016-03-01
1964800,592097,7300.0, 36 months,12.79,245.23,C,C1,other,2016-09-01
288259,427169,11000.0, 36 months,10.99,360.08,B,B4,credit_card,2015-05-01
134645,603996,18000.0, 36 months,8.18,565.56,B,B1,credit_card,2015-09-01
1343972,7428,10000.0, 60 months,14.98,237.8,C,C3,debt_consolidation,2014-01-01
329114,674807,7000.0, 36 months,12.69,234.82,C,C2,medical,2015-04-01
1127844,393878,6000.0, 36 months,10.49,194.99,B,B3,debt_consolidation,2014-11-01
775097,425307,40000.0, 36 months,11.55,1320.0,B,B4,debt_consolidation,2018-09-01
1554587,527662,15000.0, 36 months,7.46,466.32,A,A4,debt_consolidation,2018-05-01
1309628,604997,10000.0, 60 months,16.59,246.33,D,D1,debt_consolidation,2014-03-01
1910303,692195,5000.0, 36 months,13.11,168.74,B,B4,other,2012-09-01
1178550,500849,10000.0, 36 months,6.49,306.45,A,A2,debt_consolidation,2014-10-01
2227809,556655,33600.0, 60 months,17.99,853.04,D,D2,credit_card,2016-10-01
1378752,100139,12000.0, 36 months,17.97,433.65,D,D1,debt_consolidation,2018-12-01
160536,242925,5000.0, 36 months,12.69,167.73,C,C2,debt_consolidation,2015-09-01
1006721,255591,5500.0, 36 months,11.99,182.66,C,C1,debt_consolidation,2016-03-01
1422454,545263,10000.0, 36 months,17.97,361.38,D,D1,debt_consolidation,2018-11-01
1922022,547802,3075.0, 36 months,15.31,107.07,C,C3,debt_consolidation,2012-06-01
2129372,601372,25600.0, 36 months,19.03,938.79,D,D3,major_purchase,2017-10-01
1453169,47303,17500.0, 36 months,8.46,552.11,A,A5,debt_consolidation,2018-10-01
2095527,647950,40000.0, 60 months,16.02,973.15,C,C5,debt_consolidation,2017-11-01
1306775,47786,20000.0, 36 months,7.9,625.81,A,A4,debt_consolidation,2014-03-01
873189,519565,12000.0, 60 months,10.47,257.75,B,B2,debt_consolidation,2018-07-01
287844,666332,15000.0, 60 months,13.33,343.84,C,C3,debt_consolidation,2015-05-01
1263992,576265,9100.0, 36 months,11.67,300.82,B,B4,debt_consolidation,2014-06-01
1666192,22213,34650.0, 36 months,22.74,1336.61,E,E1,debt_consolidation,2017-03-01
1349838,339005,14400.0, 36 months,12.85,484.16,B,B4,credit_card,2014-01-01
1712995,440449,6000.0, 36 months,11.49,197.83,B,B5,debt_consolidation,2017-02-01
2011799,403494,5600.0, 36 months,7.99,175.46,A,A4,debt_consolidation,2016-07-01
1785729,435027,23000.0, 60 months,16.2,561.77,C,C4,credit_card,2013-10-01
639243,34645,21000.0, 60 months,14.08,489.51,C,C3,home_improvement,2017-07-01
1688421,548226,20800.0, 60 months,14.99,494.73,C,C4,debt_consolidation,2017-03-01
1495543,142922,30000.0, 60 months,16.46,736.9,C,C5,small_business,2018-06-01
649160,4504,12025.0, 36 months,17.09,429.27,D,D1,debt_consolidation,2017-07-01
1387100,103696,30000.0, 36 months,8.19,942.73,A,A4,major_purchase,2018-12-01
1598539,161979,38000.0, 36 months,6.07,1157.24,A,A2,debt_consolidation,2018-04-01
88063,628848,35000.0, 60 months,15.61,843.9,D,D1,debt_consolidation,2015-10-01
595796,630937,5000.0, 36 months,9.44,160.03,B,B1,debt_consolidation,2017-08-01
957045,528109,9600.0, 36 months,11.44,316.3,B,B4,home_improvement,2017-04-01
184517,623981,12000.0, 60 months,8.18,244.36,B,B1,debt_consolidation,2015-08-01
1158017,477599,5000.0, 36 months,8.39,157.59,A,A5,debt_consolidation,2014-10-01
946480,653585,3000.0, 36 months,11.44,98.85,B,B4,debt_consolidation,2017-05-01
105457,349593,6025.0, 36 months,14.65,207.83,C,C5,other,2015-10-01
2092399,338487,10000.0, 36 months,6.72,307.5,A,A3,credit_card,2017-11-01
1891000,218050,3775.0, 36 months,18.75,137.9,D,D3,credit_card,2012-12-01
1640634,210104,7000.0, 60 months,18.67,180.32,F,F2,other,2010-06-01
523712,382651,10000.0, 36 months,15.05,346.9,C,C4,debt_consolidation,2018-01-01
1249185,480356,16800.0, 36 months,10.15,543.28,B,B2,credit_card,2014-07-01
1219316,602634,4000.0, 36 months,13.35,135.46,C,C2,debt_consolidation,2014-07-01
1020858,401841,10000.0, 36 months,11.99,332.1,C,C1,credit_card,2016-03-01
1890131,588848,5400.0, 36 months,13.11,182.24,B,B4,debt_consolidation,2012-12-01
2082230,512803,20000.0, 36 months,11.99,664.2,B,B5,credit_card,2017-11-01
636938,137999,35000.0, 36 months,10.91,1144.37,B,B4,debt_consolidation,2017-07-01
1319016,208964,12000.0, 36 months,7.9,375.49,A,A4,credit_card,2014-03-01
1528364,477544,6400.0, 36 months,20.39,239.13,D,D4,debt_consolidation,2018-05-01
1359140,96902,5400.0, 36 months,8.81,171.25,A,A5,vacation,2018-12-01
581061,574909,15000.0, 36 months,12.62,502.67,C,C1,debt_consolidation,2017-08-01
1793432,631067,20000.0, 60 months,24.5,581.18,F,F3,home_improvement,2013-10-01
86281,264491,15625.0, 36 months,13.99,533.95,C,C4,debt_consolidation,2015-11-01
749164,299710,11200.0, 36 months,11.99,371.95,C,C1,car,2016-04-01
50000,532451,28000.0, 36 months,5.32,843.22,A,A1,debt_consolidation,2015-11-01
1737855,147425,30000.0, 36 months,10.49,974.94,B,B2,credit_card,2017-01-01
1229942,290534,8350.0, 36 months,9.17,266.19,B,B1,debt_consolidation,2014-07-01
364319,324947,7700.0, 36 months,14.65,265.61,C,C5,debt_consolidation,2015-02-01
1108871,240670,3000.0, 36 months,10.78,97.91,B,B4,car,2016-01-01
840804,577784,32000.0, 60 months,12.73,723.69,B,B5,debt_consolidation,2018-07-01
761281,651262,24000.0, 36 months,12.73,805.54,B,B5,other,2018-09-01
1795243,157999,28000.0, 36 months,10.99,916.56,B,B2,home_improvement,2013-09-01
1290718,544860,18000.0, 36 months,16.59,638.09,D,D1,debt_consolidation,2014-04-01
1914795,34584,16400.0, 36 months,18.49,596.94,D,D2,debt_consolidation,2012-08-01
930109,686777,12000.0, 36 months,7.07,370.91,A,A2,debt_consolidation,2017-05-01
1388846,26009,25000.0, 60 months,10.72,540.08,B,B2,debt_consolidation,2018-12-01
1159551,399610,10500.0, 60 months,11.67,231.82,B,B4,debt_consolidation,2014-10-01
1284715,515226,15425.0, 36 months,20.49,577.11,E,E2,debt_consolidation,2014-05-01
259410,401548,12500.0, 36 months,9.99,403.29,B,B3,debt_consolidation,2015-06-01
2142806,514157,8000.0, 36 months,9.93,257.88,B,B2,debt_consolidation,2017-10-01
1142573,327293,11000.0, 36 months,11.44,362.43,B,B4,debt_consolidation,2014-11-01
270402,403849,22000.0, 36 months,5.32,662.53,A,A1,credit_card,2015-05-01
2084409,4554,35000.0, 60 months,21.45,955.75,D,D5,credit_card,2017-11-01
1060978,448795,6000.0, 36 months,6.97,185.19,A,A3,credit_card,2016-02-01
2037860,544842,8000.0, 36 months,9.49,256.23,B,B2,credit_card,2016-07-01
687413,62810,9175.0, 36 months,17.27,328.35,D,D2,debt_consolidation,2016-05-01
2221539,358109,8000.0, 36 months,12.74,268.56,C,C1,debt_consolidation,2016-11-01
433335,110059,25000.0, 36 months,24.84,991.89,E,E3,debt_consolidation,2018-03-01
1337319,403020,20000.0, 36 months,12.85,672.44,B,B4,debt_consolidation,2014-01-01
2188871,512519,16000.0, 36 months,11.44,527.16,B,B4,credit_card,2016-12-01
1288296,211939,5000.0, 36 months,9.67,160.57,B,B1,debt_consolidation,2014-04-01
1594341,232851,40000.0, 60 months,9.92,848.31,B,B2,home_improvement,2018-04-01
595416,272648,3200.0, 36 months,10.42,103.89,B,B3,debt_consolidation,2017-08-01
1929790,290505,7000.0, 36 months,13.67,238.13,B,B5,credit_card,2012-04-01
1965599,89796,28000.0, 36 months,14.49,963.66,C,C4,debt_consolidation,2016-09-01
2053327,472612,4000.0, 36 months,9.93,128.94,B,B2,debt_consolidation,2017-12-01
1526706,87671,36000.0, 60 months,9.58,757.48,B,B1,debt_consolidation,2018-05-01
1667735,478128,11000.0, 36 months,12.74,369.26,C,C1,debt_consolidation,2017-03-01
93506,654416,20000.0, 36 months,16.55,708.59,D,D2,debt_consolidation,2015-10-01
508266,574762,15000.0, 36 months,7.35,465.57,A,A4,major_purchase,2018-01-01
1879415,166493,4000.0, 36 months,19.05,146.73,D,D4,credit_card,2013-01-01
1587103,624717,20000.0, 36 months,9.92,644.6,B,B2,home_improvement,2018-04-01
669861,674797,22000.0, 60 months,16.29,538.4,D,D1,debt_consolidation,2016-06-01
1154896,400179,18000.0, 60 months,19.52,472.1,E,E2,debt_consolidation,2014-10-01
997189,224967,6025.0, 36 months,9.16,192.05,B,B2,debt_consolidation,2016-03-01
289202,479746,12000.0, 36 months,6.39,367.19,A,A2,credit_card,2015-05-01
278758,131312,24000.0, 60 months,12.29,537.4,C,C1,debt_consolidation,2015-05-01
34414,458137,9800.0, 36 months,9.76,315.12,B,B3,debt_consolidation,2015-12-01
1017010,651704,20000.0, 36 months,16.29,706.01,D,D1,home_improvement,2016-03-01
2036796,60342,5100.0, 36 months,10.99,166.95,B,B4,debt_consolidation,2016-07-01
231314,512491,9000.0, 36 months,11.53,296.92,B,B5,debt_consolidation,2015-07-01
1059824,662409,28000.0, 60 months,21.18,760.34,E,E3,debt_consolidation,2016-02-01
1307315,1188,20000.0, 60 months,16.59,492.66,D,D1,credit_card,2014-03-01
2227579,273217,12000.0, 36 months,16.99,427.78,D,D1,debt_consolidation,2016-10-01
1224942,489742,25000.0, 60 months,13.98,581.45,C,C3,debt_consolidation,2014-07-01
1516089,230580,8000.0, 36 months,9.58,256.57,B,B1,other,2018-06-01
1702032,604008,11000.0, 36 months,8.24,345.92,B,B1,debt_consolidation,2017-02-01
1403913,230734,20000.0, 36 months,17.97,722.75,D,D1,other,2018-11-01
503252,356552,9500.0, 36 months,7.35,294.86,A,A4,credit_card,2018-01-01
17417,481262,9000.0, 36 months,13.18,304.03,C,C3,debt_consolidation,2015-12-01
355042,331487,6000.0, 36 months,10.99,196.41,B,B4,other,2015-03-01
2493,390018,17500.0, 36 months,11.48,576.92,B,B5,debt_consolidation,2015-12-01
826138,179077,10000.0, 36 months,15.02,346.76,C,C3,other,2018-08-01
1045566,458625,25000.0, 60 months,18.25,638.25,D,D3,debt_consolidation,2016-03-01
2118572,381847,16000.0, 60 months,14.08,372.96,C,C3,credit_card,2017-10-01
481706,512998,40000.0, 36 months,9.44,1280.2,B,B1,medical,2018-02-01
1730526,516198,12000.0, 60 months,16.99,298.17,D,D1,debt_consolidation,2017-01-01
16478,387432,24000.0, 60 months,9.17,500.19,B,B2,debt_consolidation,2015-12-01
929242,134161,10000.0, 36 months,10.91,326.97,B,B4,moving,2017-05-01
543407,683343,15000.0, 36 months,7.35,465.57,A,A4,credit_card,2017-09-01
362961,546373,12000.0, 60 months,13.99,279.16,C,C4,debt_consolidation,2015-03-01
1460417,399898,15600.0, 36 months,12.73,523.6,B,B5,credit_card,2018-10-01
1925220,501241,7500.0, 36 months,14.65,258.71,C,C2,debt_consolidation,2012-05-01
1401644,418360,15000.0, 36 months,16.91,534.12,C,C5,home_improvement,2018-11-01
15924,416830,7000.0, 36 months,9.76,225.09,B,B3,debt_consolidation,2015-12-01
1050179,174138,2200.0, 36 months,11.99,73.07,C,C1,medical,2016-02-01
996790,400153,11425.0, 36 months,20.75,428.98,E,E2,home_improvement,2016-03-01
55109,33555,25000.0, 60 months,19.99,662.21,E,E4,debt_consolidation,2015-11-01
687640,662722,28000.0, 36 months,18.99,1026.23,D,D4,credit_card,2016-05-01
1317297,33871,5200.0, 36 months,13.65,176.85,C,C1,debt_consolidation,2014-03-01
1536997,377555,11600.0, 36 months,6.83,357.28,A,A3,debt_consolidation,2018-05-01
233218,402574,20000.0, 36 months,17.57,718.75,D,D4,credit_card,2015-07-01
1601960,655793,15600.0, 36 months,9.43,499.21,B,B1,debt_consolidation,2018-04-01
2047699,477690,16000.0, 60 months,20.0,423.91,D,D4,debt_consolidation,2017-12-01
588288,161044,35000.0, 36 months,15.05,1214.15,C,C4,credit_card,2017-08-01
1809710,440781,24000.0, 36 months,13.05,809.24,B,B5,debt_consolidation,2013-08-01
1489542,203901,10000.0, 60 months,18.45,256.39,D,D2,other,2018-06-01
52221,526230,25000.0, 60 months,10.99,543.44,B,B4,debt_consolidation,2015-12-01
969931,1478,10000.0, 36 months,5.32,301.15,A,A1,debt_consolidation,2017-04-01
1394108,112529,20000.0, 36 months,15.02,693.51,C,C3,debt_consolidation,2018-11-01
734829,548262,10000.0, 36 months,11.47,329.62,B,B5,other,2016-04-01
1264905,271613,1125.0, 36 months,17.57,40.43,D,D4,other,2014-06-01
1154175,575940,17000.0, 60 months,9.17,354.3,B,B1,debt_consolidation,2014-10-01
1469497,477607,24000.0, 36 months,20.89,902.85,D,D4,debt_consolidation,2018-10-01
2239551,70027,32625.0, 60 months,21.49,891.64,D,D5,home_improvement,2016-10-01
59392,683282,25000.0, 60 months,9.17,521.03,B,B2,debt_consolidation,2015-11-01
1848385,317049,12000.0, 36 months,15.31,417.81,C,C2,debt_consolidation,2013-05-01
1502452,333447,10000.0, 36 months,10.56,325.31,B,B3,credit_card,2018-06-01
2065173,274667,20175.0, 36 months,19.03,739.85,D,D3,debt_consolidation,2017-12-01
1903184,249342,7125.0, 36 months,11.14,233.74,B,B2,debt_consolidation,2012-10-01
1079728,57390,21000.0, 36 months,11.47,692.2,B,B5,debt_consolidation,2016-02-01
1901344,440036,8700.0, 36 months,13.11,293.6,B,B4,debt_consolidation,2012-10-01
