customer_id,emp_length,home_ownership,annual_inc,verification_status,addr_state
151813,< 1 year,RENT,19000.0,Source Verified,TN
559339,3 years,OWN,72000.0,Not Verified,OK
268053,9 years,MORTGAGE,34560.0,Verified,CA
474659,10+ years,MORTGAGE,59426.0,Verified,VA
333911,10+ years,RENT,42000.0,Not Verified,RI
172658,10+ years,MORTGAGE,21600.0,Verified,WA
414306,10+ years,RENT,51563.0,Source Verified,WA
294379,2 years,MORTGAGE,375000.0,Verified,NY
167019,,MORTGAGE,20869.0,Verified,PA
328361,10+ years,MORTGAGE,41542.87,Verified,FL
645876,4 years,MORTGAGE,88500.0,Source Verified,TX
223136,6 years,MORTGAGE,28800.0,Verified,GA
540435,3 years,RENT,69000.0,Source Verified,NY
469601,5 years,MORTGAGE,58572.0,Verified,TX
499652,10+ years,MORTGAGE,62969.0,Verified,ID
25094,4 years,RENT,106847.0,Verified,AZ
13349,10+ years,MORTGAGE,103000.0,Not Verified,GA
459375,2 years,OWN,57135.0,Source Verified,CT
313576,5 years,RENT,40000.0,Source Verified,CA
64824,10+ years,OWN,123000.0,Verified,MD
686111,3 years,RENT,98000.0,Not Verified,HI
587527,6 years,MORTGAGE,77000.0,Not Verified,IN
147917,3 years,MORTGAGE,185000.0,Source Verified,MD
143526,< 1 year,OWN,180000.0,Verified,GA
325243,4 years,MORTGAGE,41000.0,Verified,SD
494420,7 years,RENT,62000.0,Source Verified,UT
675647,3 years,MORTGAGE,95000.0,Verified,WA
369607,,MORTGAGE,46152.0,Verified,MI
86820,2 years,OWN,135000.0,Source Verified,CT
148657,,RENT,18504.0,Not Verified,IN
193540,< 1 year,OWN,24744.0,Verified,MI
610900,2 years,MORTGAGE,81300.0,Source Verified,AR
515843,3 years,RENT,65000.0,Not Verified,TN
407450,8 years,MORTGAGE,50544.0,Verified,ND
587704,3 years,OWN,77000.0,Source Verified,MD
666404,2 years,RENT,93000.0,Source Verified,NY
567216,7 years,MORTGAGE,73288.0,Not Verified,NM
216037,9 years,RENT,27800.0,Verified,OH
649712,2 years,MORTGAGE,89500.0,Source Verified,NJ
244725,9 years,MORTGAGE,316000.0,Verified,IL
280833,,MORTGAGE,36000.0,Verified,MD
99011,< 1 year,MORTGAGE,142000.0,Not Verified,NC
450629,8 years,MORTGAGE,56000.0,Verified,NV
566893,10+ years,RENT,73174.0,Not Verified,FL
257837,10+ years,RENT,33001.0,Not Verified,CA
221049,10+ years,MORTGAGE,284000.0,Verified,AR
613321,10+ years,MORTGAGE,82000.0,Not Verified,IN
381044,10+ years,MORTGAGE,47776.0,Source Verified,WI
172149,,RENT,21528.0,Verified,NY
391049,6 years,RENT,48942.0,Source Verified,PA
51582,8 years,OWN,117000.0,Not Verified,NY
476080,10+ years,MORTGAGE,59750.0,Not Verified,IL
383572,8 years,MORTGAGE,48000.0,Source Verified,LA
620380,10+ years,MORTGAGE,83169.0,Source Verified,TX
256076,10+ years,RENT,33000.0,Source Verified,MO
485852,3 years,MORTGAGE,61000.0,Verified,CA
103878,1 year,RENT,145000.0,Not Verified,PA
291038,6 years,RENT,37024.0,Not Verified,MD
460934,8 years,RENT,57500.0,Source Verified,CA
621773,2 years,MORTGAGE,83500.0,Source Verified,WI
454484,10+ years,MORTGAGE,56508.0,Source Verified,AZ
511124,10+ years,MORTGAGE,64706.0,Not Verified,NY
372724,4 years,RENT,46785.0,Not Verified,KY
150724,5 years,MORTGAGE,189000.0,Verified,NC
236970,,MORTGAGE,30404.0,Verified,IL
473118,9 years,RENT,59000.0,Source Verified,TX
439843,4 years,MORTGAGE,55000.0,Source Verified,AR
452411,10+ years,MORTGAGE,56160.0,Verified,MA
637052,8 years,MORTGAGE,86517.46,Source Verified,OH
424455,5 years,OWN,52886.0,Verified,NM
303850,3 years,RENT,38600.0,Source Verified,NV
660530,3 years,MORTGAGE,92000.0,Verified,CA
605475,8 years,MORTGAGE,80000.0,Not Verified,TX
413580,10+ years,RENT,51500.0,Not Verified,AZ
286901,4 years,RENT,36700.0,Not Verified,MO
336739,10+ years,OWN,42435.0,Not Verified,FL
537579,,MORTGAGE,68524.0,Not Verified,MI
531665,5 years,RENT,67750.0,Verified,PA
351952,10+ years,MORTGAGE,44160.0,Not Verified,CA
409001,2 years,RENT,50986.0,Verified,PA
606499,2 years,MORTGAGE,80150.0,Not Verified,MO
166937,< 1 year,MORTGAGE,208200.0,Verified,MD
131315,5 years,MORTGAGE,168000.0,Not Verified,KY
350073,4 years,MORTGAGE,44000.0,Not Verified,NC
448123,8 years,RENT,55863.0,Verified,CA
296941,4 years,MORTGAGE,38000.0,Verified,FL
558530,4 years,RENT,72000.0,Verified,MO
531744,,RENT,67788.0,Verified,NY
228049,< 1 year,RENT,29452.8,Source Verified,PA
291687,,OWN,37200.0,Source Verified,NY
30683,6 years,OWN,109000.0,Source Verified,CT
477080,2 years,RENT,6000.0,Verified,CA
344761,7 years,MORTGAGE,43269.0,Source Verified,MO
667544,10+ years,MORTGAGE,93340.0,Verified,OH
128445,2 years,OWN,165000.0,Source Verified,MD
164996,,OWN,20500.0,Verified,MI
341767,1 year,RENT,43000.0,Source Verified,MO
289493,,OWN,37000.0,Verified,MS
88562,4 years,MORTGAGE,135000.0,Verified,UT
622245,10+ years,MORTGAGE,83742.0,Verified,MI
368022,10+ years,MORTGAGE,46000.0,Source Verified,NY
347557,6 years,RENT,43709.0,Not Verified,WI
501477,,RENT,63000.0,Verified,NJ
214034,1 year,MORTGAGE,27500.0,Verified,IL
252853,7 years,MORTGAGE,325000.0,Source Verified,NJ
110144,< 1 year,OWN,150000.0,Verified,CA
662752,7 years,MORTGAGE,92000.0,Source Verified,WI
341293,10+ years,RENT,43000.0,Verified,KY
93204,9 years,RENT,139000.0,Verified,FL
161116,3 years,MORTGAGE,200000.0,Source Verified,CO
602808,2 years,RENT,80000.0,Verified,ID
297442,1 year,RENT,38000.0,Source Verified,KY
325603,6 years,RENT,41000.0,Verified,WA
175788,< 1 year,MORTGAGE,22000.0,Not Verified,VT
301218,< 1 year,RENT,38360.0,Source Verified,WA
407563,4 years,RENT,50594.0,Source Verified,TX
430521,3 years,MORTGAGE,53583.0,Source Verified,RI
368675,8 years,MORTGAGE,46000.0,Source Verified,TX
50378,10+ years,MORTGAGE,116500.0,Verified,CA
167210,,MORTGAGE,20904.0,Verified,CA
631129,4 years,MORTGAGE,85000.0,Not Verified,WV
281274,1 year,OWN,36000.0,Verified,NC
604326,5 years,OWN,80000.0,Verified,NJ
154233,10+ years,RENT,192000.0,Source Verified,MD
571504,,MORTGAGE,74000.0,Source Verified,WA
250699,1 year,RENT,32240.0,Verified,NY
508534,10+ years,MORTGAGE,64000.0,Verified,WA
70444,5 years,ANY,125000.0,Source Verified,TX
670031,7 years,OWN,94000.0,Source Verified,MS
576272,7 years,OWN,75000.0,Verified,MD
81012,,RENT,13044.0,Verified,FL
264906,8 years,OWN,34000.0,Not Verified,SD
171134,2 years,RENT,21424.0,Source Verified,MS
408135,10+ years,MORTGAGE,50732.0,Source Verified,CO
406874,10+ years,RENT,50480.0,Verified,CO
375969,7 years,MORTGAGE,47000.0,Not Verified,NY
498133,4 years,RENT,62500.0,Not Verified,TX
280486,4 years,RENT,36000.0,Not Verified,KS
115780,3 years,RENT,15400.0,Source Verified,NY
280982,1 year,RENT,36000.0,Not Verified,MN
198252,5 years,RENT,250000.0,Verified,CO
669672,4 years,MORTGAGE,94000.0,Verified,IN
165292,4 years,MORTGAGE,205000.0,Source Verified,MA
467953,6 years,OWN,58250.0,Not Verified,AR
341324,6 years,RENT,43000.0,Source Verified,KY
352074,6 years,RENT,44184.0,Not Verified,CA
120134,2 years,RENT,15725.0,Not Verified,TN
394468,6 years,MORTGAGE,49200.0,Verified,CA
315891,7 years,MORTGAGE,40000.0,Verified,NH
107804,3 years,RENT,149000.0,Source Verified,LA
105966,7 years,RENT,147000.0,Source Verified,NY
429544,5 years,RENT,53460.0,Source Verified,AL
369825,7 years,MORTGAGE,46200.0,Source Verified,MN
213323,< 1 year,RENT,27300.0,Verified,NC
335324,10+ years,MORTGAGE,42120.0,Not Verified,NC
103442,9 years,OWN,145000.0,Source Verified,MS
205337,5 years,MORTGAGE,26000.0,Not Verified,WI
460380,4 years,RENT,57346.0,Source Verified,CT
659675,7 years,MORTGAGE,91567.0,Source Verified,NJ
193307,2 years,RENT,24655.42,Not Verified,NY
18879,4 years,RENT,105000.0,Not Verified,CA
640867,5 years,MORTGAGE,87500.0,Verified,AL
449457,10+ years,MORTGAGE,56000.0,Verified,IN
660552,5 years,RENT,92000.0,Not Verified,CA
26897,1 year,RENT,107348.0,Source Verified,CA
389100,,MORTGAGE,48516.0,Not Verified,IL
264385,< 1 year,RENT,34000.0,Source Verified,NV
198329,10+ years,OWN,250000.0,Source Verified,DE
96468,3 years,MORTGAGE,140000.0,Source Verified,OH
37132,1 year,MORTGAGE,110725.0,Verified,NY
170412,8 years,MORTGAGE,212000.0,Source Verified,NJ
345489,2 years,RENT,43451.0,Not Verified,PA
549068,< 1 year,MORTGAGE,70008.0,Not Verified,CA
108799,10+ years,OWN,15000.0,Verified,IL
360505,< 1 year,RENT,45000.0,Verified,WI
614276,8 years,MORTGAGE,82000.0,Verified,NY
319838,,RENT,40320.0,Not Verified,MI
537780,10+ years,RENT,68600.0,Not Verified,MA
605586,1 year,MORTGAGE,80000.0,Not Verified,VA
593386,10+ years,MORTGAGE,78000.0,Verified,NV
182441,10+ years,RENT,23000.0,Source Verified,NJ
589154,< 1 year,MORTGAGE,77150.0,Source Verified,LA
400741,10+ years,RENT,50000.0,Verified,KS
691879,3 years,OWN,99500.0,Not Verified,MA
430473,< 1 year,RENT,53569.0,Verified,MO
341323,6 years,RENT,43000.0,Not Verified,KY
633348,10+ years,RENT,85947.0,Source Verified,OK
654146,4 years,MORTGAGE,90000.0,Verified,SC
434319,3 years,MORTGAGE,54000.0,Verified,OK
444914,1 year,RENT,55200.0,Source Verified,AL
401421,,MORTGAGE,50000.0,Source Verified,MI
520657,9 years,RENT,66000.0,Verified,GA
241451,10+ years,MORTGAGE,310000.0,Verified,GA
223769,10+ years,MORTGAGE,288500.0,Source Verified,OH
81955,10+ years,MORTGAGE,131100.0,Not Verified,WA
62029,1 year,MORTGAGE,121000.0,Verified,TX
448218,10+ years,OWN,55900.0,Verified,FL
379316,2 years,RENT,47500.0,Verified,MS
333393,,RENT,42000.0,Verified,NV
49169,10+ years,MORTGAGE,116000.0,Verified,CO
577657,7 years,RENT,75000.0,Verified,OK
297818,10+ years,RENT,38000.0,Source Verified,MI
220435,,MORTGAGE,28164.0,Verified,FL
2461,6 years,MORTGAGE,100000.0,Source Verified,KY
492659,2 years,MORTGAGE,62000.0,Verified,MA
363877,4 years,MORTGAGE,45600.0,Verified,MN
65717,10+ years,MORTGAGE,123568.0,Verified,OK
75199,2 years,MORTGAGE,128000.0,Verified,NC
355017,6 years,RENT,44720.0,Not Verified,NV
560526,2 years,RENT,72096.0,Not Verified,CA
452087,10+ years,RENT,56100.0,Verified,IL
240730,5 years,MORTGAGE,31000.0,Source Verified,OK
174960,7 years,OWN,22000.0,Not Verified,MS
472425,4 years,RENT,59000.0,Not Verified,ND
608138,3 years,RENT,80770.0,Not Verified,NJ
146455,,RENT,18330.0,Verified,LA
71240,3 years,MORTGAGE,125565.0,Verified,CA
335090,,RENT,42060.0,Verified,CA
82771,2 years,MORTGAGE,132000.0,Verified,IL
466845,5 years,OWN,58000.0,Not Verified,WA
110020,8 years,MORTGAGE,150000.0,Verified,AZ
126688,< 1 year,MORTGAGE,163000.0,Source Verified,TX
422757,10+ years,MORTGAGE,525000.0,Source Verified,IL
673657,2 years,OWN,95000.0,Source Verified,KY
591319,,OWN,77856.0,Not Verified,FL
541141,9 years,RENT,69011.0,Source Verified,NJ
465812,6 years,OWN,58000.0,Verified,NM
499488,10+ years,MORTGAGE,62900.0,Not Verified,PA
370201,10+ years,RENT,46298.64,Not Verified,NC
338511,6 years,MORTGAGE,42600.0,Not Verified,MD
623382,6 years,OWN,84000.0,Source Verified,IL
396907,10+ years,MORTGAGE,49600.0,Verified,FL
521473,9 years,MORTGAGE,66000.0,Verified,NH
546329,7 years,MORTGAGE,70000.0,Source Verified,ME
39739,10+ years,MORTGAGE,112000.0,Source Verified,MN
518036,10+ years,MORTGAGE,65436.8,Verified,CA
659595,6 years,RENT,91520.0,Verified,CA
436778,3 years,RENT,54400.0,Verified,CA
570181,< 1 year,OWN,74000.0,Verified,MA
340963,9 years,MORTGAGE,43000.0,Verified,GA
137056,,RENT,17424.0,Verified,LA
31178,10+ years,OWN,109000.0,Source Verified,NJ
472073,< 1 year,MORTGAGE,59000.0,Source Verified,MA
468126,10+ years,MORTGAGE,58300.0,Verified,LA
231358,1 year,RENT,30000.0,Source Verified,IN
643201,6 years,RENT,88000.0,Not Verified,IL
6446,9 years,RENT,100700.0,Not Verified,CA
622274,,RENT,8376.0,Verified,GA
250255,2 years,RENT,32136.0,Not Verified,IN
168239,2 years,RENT,21000.0,Verified,NY
124476,6 years,RENT,160000.0,Verified,TX
356163,4 years,OWN,45000.0,Verified,AL
148312,5 years,MORTGAGE,185000.0,Not Verified,OH
690009,3 years,RENT,99000.0,Source Verified,CA
292586,< 1 year,MORTGAGE,37435.0,Not Verified,AZ
62234,,MORTGAGE,121200.0,Verified,ME
243630,10+ years,MORTGAGE,31430.0,Verified,FL
438610,10+ years,RENT,54744.0,Source Verified,FL
185882,5 years,MORTGAGE,235000.0,Verified,MA
33653,,RENT,110000.0,Source Verified,FL
94953,9 years,RENT,140000.0,Source Verified,CO
501521,,OWN,63000.0,Not Verified,NM
506683,4 years,RENT,64000.0,Source Verified,GA
528437,6 years,MORTGAGE,67000.0,Source Verified,WI
448300,9 years,MORTGAGE,55913.0,Not Verified,NY
53209,2 years,MORTGAGE,118000.0,Verified,MA
191671,,RENT,24300.0,Verified,CA
109107,4 years,MORTGAGE,15000.0,Not Verified,MO
266700,5 years,OWN,34320.0,Verified,OH
334130,4 years,MORTGAGE,42000.0,Not Verified,TN
383521,10+ years,MORTGAGE,48000.0,Verified,LA
279225,4 years,RENT,359542.0,Verified,FL
228948,< 1 year,MORTGAGE,296102.0,Source Verified,PA
435270,2 years,MORTGAGE,540000.0,Verified,MA
417787,< 1 year,MORTGAGE,52000.0,Source Verified,MI
547563,7 years,MORTGAGE,70000.0,Not Verified,OH
369611,6 years,RENT,46154.0,Verified,MD
17984,10+ years,MORTGAGE,104402.0,Not Verified,GA
310891,7 years,RENT,39545.0,Not Verified,NM
652953,4 years,OWN,90000.0,Verified,MS
176663,< 1 year,OWN,220000.0,Verified,NY
605649,7 years,OWN,80000.0,Not Verified,VA
14099,10+ years,MORTGAGE,103000.0,Not Verified,NY
12866,5 years,MORTGAGE,102932.0,Verified,VA
76531,4 years,OWN,129000.0,Not Verified,MA
613516,2 years,RENT,82000.0,Not Verified,MA
402174,,RENT,50000.0,Not Verified,NH
469873,10+ years,RENT,58630.0,Verified,MN
74934,< 1 year,MORTGAGE,128000.0,Not Verified,FL
662692,5 years,RENT,92000.0,Verified,WA
583935,,MORTGAGE,760000.0,Not Verified,AL
534074,7 years,MORTGAGE,68000.0,Not Verified,NE
85744,9 years,MORTGAGE,134000.0,Not Verified,PA
575065,,MORTGAGE,75000.0,Not Verified,CO
296627,4 years,MORTGAGE,38000.0,Source Verified,CA
271862,6 years,OWN,35000.0,Not Verified,MO
276793,3 years,RENT,35420.0,Verified,AZ
86169,6 years,MORTGAGE,134500.0,Source Verified,VA
598880,6 years,MORTGAGE,79000.0,Not Verified,WI
375306,< 1 year,OWN,47000.0,Source Verified,MI
389734,10+ years,RENT,48666.0,Not Verified,OR
43528,3 years,RENT,114000.0,Verified,AZ
542171,10+ years,RENT,69456.0,Not Verified,MD
495911,10+ years,MORTGAGE,62366.0,Source Verified,CO
377064,10+ years,MORTGAGE,47040.0,Source Verified,MT
597118,10+ years,MORTGAGE,78996.0,Not Verified,TX
633826,3 years,MORTGAGE,86000.0,Not Verified,FL
281203,8 years,MORTGAGE,36000.0,Source Verified,MS
86001,10+ years,MORTGAGE,134296.0,Verified,MD
61613,3 years,OWN,121000.0,Not Verified,IL
151718,4 years,RENT,19000.0,Verified,OK
118857,10+ years,OWN,156000.0,Not Verified,IL
205686,9 years,OWN,260000.0,Source Verified,MO
294305,10+ years,OWN,375000.0,Verified,IL
44300,2 years,MORTGAGE,114000.0,Not Verified,OH
153574,,OWN,19170.0,Verified,LA
324413,5 years,RENT,41000.0,Source Verified,MT
252391,,OWN,32500.0,Not Verified,OK
190265,5 years,MORTGAGE,240000.0,Source Verified,DE
540574,5 years,RENT,69000.0,Source Verified,OK
327479,7 years,RENT,41442.0,Verified,MI
601396,5 years,MORTGAGE,79979.0,Source Verified,TN
567814,3 years,RENT,73500.0,Source Verified,CA
434756,10+ years,MORTGAGE,54000.0,Source Verified,TX
437802,< 1 year,RENT,54570.0,Not Verified,CA
459401,6 years,RENT,57147.0,Source Verified,NC
30197,,MORTGAGE,108600.0,Verified,NY
644489,1 year,RENT,88000.0,Verified,VA
185442,1 year,MORTGAGE,23496.0,Verified,KY
348986,2 years,RENT,44000.0,Not Verified,DC
566326,6 years,MORTGAGE,73000.0,Not Verified,UT
401637,,MORTGAGE,50000.0,Verified,MO
544567,5 years,OWN,70000.0,Verified,AL
608079,,RENT,80736.0,Verified,MD
314498,9 years,MORTGAGE,40000.0,Verified,IN
7734,2 years,MORTGAGE,101000.0,Verified,NJ
596323,8 years,RENT,78634.0,Source Verified,NY
273550,8 years,RENT,35000.0,Verified,TX
505243,10+ years,MORTGAGE,63693.0,Not Verified,NC
264037,8 years,MORTGAGE,34000.0,Not Verified,MT
500346,4 years,MORTGAGE,63000.0,Not Verified,GA
81559,10+ years,MORTGAGE,131000.0,Source Verified,MD
392809,5 years,RENT,49000.0,Verified,NH
312046,10+ years,MORTGAGE,39800.0,Verified,AZ
285440,2 years,RENT,36500.0,Not Verified,AL
564838,1 year,RENT,73000.0,Verified,IL
345890,8 years,MORTGAGE,43500.0,Verified,LA
432021,< 1 year,MORTGAGE,54000.0,Verified,AK
71264,5 years,RENT,125600.0,Source Verified,NY
187002,1 year,RENT,23805.0,Not Verified,VA
425018,2 years,MORTGAGE,53000.0,Source Verified,CA
319327,4 years,RENT,40206.0,Not Verified,MI
55763,2 years,MORTGAGE,119400.0,Not Verified,IL
591204,,RENT,77800.0,Source Verified,NC
57399,2 years,MORTGAGE,120000.0,Verified,CA
407951,10+ years,MORTGAGE,50700.0,Source Verified,FL
74063,10+ years,MORTGAGE,127144.0,Source Verified,SC
544868,5 years,RENT,70000.0,Not Verified,CA
204756,2 years,MORTGAGE,26000.0,Verified,OR
200438,4 years,MORTGAGE,252637.0,Verified,MD
630693,8 years,RENT,85000.0,Verified,TX
526408,< 1 year,RENT,67000.0,Not Verified,FL
256887,1 year,MORTGAGE,33000.0,Source Verified,PA
173947,1 year,RENT,22000.0,Verified,AL
686902,1 year,OWN,98000.0,Verified,NM
452952,4 years,RENT,56270.0,Source Verified,ID
546178,< 1 year,RENT,70000.0,Verified,MA
252897,5 years,MORTGAGE,325000.0,Verified,NY
210977,3 years,MORTGAGE,27000.0,Source Verified,MT
419324,2 years,MORTGAGE,52000.0,Not Verified,TN
571024,10+ years,RENT,74000.0,Source Verified,PA
112451,5 years,MORTGAGE,150000.0,Verified,TN
523845,3 years,MORTGAGE,66500.0,Verified,CA
30361,10+ years,MORTGAGE,108818.0,Source Verified,KY
515034,< 1 year,MORTGAGE,65000.0,Source Verified,NV
653403,1 year,MORTGAGE,90000.0,Verified,NM
519314,2 years,RENT,65705.0,Verified,NJ
211852,10+ years,RENT,27000.0,Source Verified,VA
287830,6 years,RENT,36924.96,Source Verified,CA
380641,10+ years,RENT,47688.0,Not Verified,OR
146470,,RENT,18336.0,Verified,FL
204583,9 years,RENT,26000.0,Source Verified,NY
379222,,MORTGAGE,47500.0,Verified,MD
241860,5 years,MORTGAGE,31122.0,Not Verified,MI
274790,6 years,OWN,350000.0,Verified,TX
313790,5 years,RENT,40000.0,Verified,CT
530501,< 1 year,MORTGAGE,67500.0,Not Verified,NV
230074,1 year,RENT,29980.0,Verified,NY
392662,1 year,OWN,49000.0,Not Verified,NC
263517,4 years,RENT,34000.0,Source Verified,KY
401913,9 years,OWN,50000.0,Verified,NC
555251,3 years,MORTGAGE,71500.0,Not Verified,CO
426697,4 years,MORTGAGE,53000.0,Not Verified,NV
17067,10+ years,OWN,104000.0,Not Verified,OH
303729,10+ years,OWN,38594.4,Verified,FL
637756,10+ years,MORTGAGE,86900.0,Not Verified,AZ
629050,9 years,OWN,85000.0,Source Verified,MI
668242,10+ years,MORTGAGE,93600.0,Not Verified,CA
542847,3 years,RENT,69581.0,Source Verified,IL
22833,< 1 year,MORTGAGE,106000.0,Not Verified,CT
370507,,MORTGAGE,46354.0,Verified,MI
486768,,MORTGAGE,61000.0,Source Verified,MN
42938,< 1 year,RENT,113400.0,Source Verified,CA
503929,,MORTGAGE,63445.0,Verified,IL
64847,9 years,MORTGAGE,123000.0,Source Verified,MD
303739,< 1 year,MORTGAGE,38596.8,Source Verified,AR
156967,2 years,MORTGAGE,196996.0,Not Verified,FL
591327,10+ years,MORTGAGE,77859.2,Verified,OH
162762,10+ years,RENT,200000.0,Verified,VA
598740,8 years,RENT,79000.0,Source Verified,UT
490938,,MORTGAGE,61800.0,Verified,TX
225138,,RENT,29000.0,Verified,MN
682568,9 years,MORTGAGE,97000.0,Not Verified,MA
288775,5 years,MORTGAGE,37000.0,Not Verified,IL
304885,10+ years,MORTGAGE,38860.0,Verified,VA
414301,10+ years,MORTGAGE,51563.0,Source Verified,MO
681526,10+ years,MORTGAGE,96783.0,Verified,MD
385980,5 years,RENT,48000.0,Verified,WI
458021,7 years,MORTGAGE,57000.0,Source Verified,NV
584278,,OWN,76200.0,Verified,CA
346378,6 years,MORTGAGE,435000.0,Verified,MD
318063,10+ years,OWN,400000.0,Source Verified,KS
41981,4 years,MORTGAGE,113000.0,Source Verified,MA
407106,9 years,MORTGAGE,50500.0,Not Verified,MI
229147,4 years,MORTGAGE,29680.0,Not Verified,TX
290292,3 years,RENT,37000.0,Verified,RI
295737,10+ years,MORTGAGE,37824.0,Not Verified,KY
219649,3 years,MORTGAGE,280000.0,Verified,IL
670744,< 1 year,MORTGAGE,94000.0,Source Verified,VA
402711,10+ years,RENT,50000.0,Verified,OK
227709,1 year,RENT,29340.0,Source Verified,MA
284451,2 years,RENT,36379.2,Not Verified,WI
29850,10+ years,MORTGAGE,108357.0,Verified,SC
216701,10+ years,RENT,28000.0,Verified,AL
60478,10+ years,RENT,120000.0,Source Verified,WA
173705,5 years,OWN,219000.0,Not Verified,IL
224277,3 years,RENT,29000.0,Source Verified,AZ
320920,7 years,RENT,40500.0,Verified,WA
624376,5 years,OWN,84000.0,Not Verified,OH
626790,10+ years,OWN,84800.0,Source Verified,CA
334032,9 years,MORTGAGE,42000.0,Source Verified,SC
469429,10+ years,MORTGAGE,58511.0,Source Verified,NC
84708,4 years,OWN,133000.0,Source Verified,VA
69026,5 years,RENT,125000.0,Source Verified,MA
156586,1 year,MORTGAGE,196000.0,Not Verified,CT
260985,,RENT,33600.0,Not Verified,NY
7926,6 years,MORTGAGE,101000.0,Source Verified,OH
651061,3 years,MORTGAGE,90000.0,Verified,AR
159478,6 years,OWN,20000.0,Not Verified,MI
593941,< 1 year,MORTGAGE,78000.0,Not Verified,SD
147182,,RENT,18500.0,Source Verified,GA
418533,,OWN,52000.0,Source Verified,NM
504398,6 years,MORTGAGE,63500.0,Source Verified,NC
204628,2 years,RENT,26000.0,Source Verified,OH
502108,6 years,MORTGAGE,63000.0,Not Verified,TN
360538,2 years,RENT,45000.0,Verified,WV
535116,4 years,MORTGAGE,68000.0,Not Verified,VA
526808,7 years,RENT,67000.0,Verified,LA
395919,1 year,MORTGAGE,49500.0,Verified,GA
492836,7 years,OWN,62000.0,Not Verified,ME
663944,7 years,RENT,92500.0,Not Verified,KS
289424,5 years,MORTGAGE,37000.0,Not Verified,MO
327994,4 years,RENT,41500.0,Not Verified,NV
236052,3 years,MORTGAGE,30144.0,Not Verified,AR
566614,,MORTGAGE,73032.0,Verified,MD
248620,3 years,RENT,32000.0,Source Verified,OR
453007,10+ years,MORTGAGE,56290.0,Verified,OK
582967,< 1 year,RENT,76000.0,Source Verified,NH
678595,7 years,MORTGAGE,96000.0,Verified,MA
666381,< 1 year,RENT,93000.0,Source Verified,NV
439233,< 1 year,RENT,54912.0,Not Verified,AZ
181263,10+ years,MORTGAGE,229000.0,Source Verified,NJ
37746,2 years,OWN,111000.0,Source Verified,MI
571559,2 years,OWN,74000.0,Source Verified,WV
218101,2 years,RENT,28000.0,Not Verified,MS
526336,10+ years,OWN,67000.0,Source Verified,FL
201924,,OWN,25608.0,Verified,OR
491837,< 1 year,MORTGAGE,62000.0,Verified,CO
281402,10+ years,RENT,36000.0,Not Verified,NE
312641,3 years,RENT,39918.0,Source Verified,MO
123524,< 1 year,MORTGAGE,160000.0,Source Verified,MD
168852,6 years,MORTGAGE,210000.0,Verified,CA
221725,2 years,RENT,28500.0,Not Verified,WI
9410,3 years,RENT,101742.0,Source Verified,NY
494430,< 1 year,MORTGAGE,62000.0,Verified,UT
489306,4 years,RENT,61400.0,Verified,FL
535620,,MORTGAGE,68100.0,Not Verified,NJ
165211,9 years,MORTGAGE,205000.0,Verified,FL
666600,7 years,RENT,93000.0,Source Verified,OR
333555,5 years,RENT,42000.0,Not Verified,OH
352487,5 years,OWN,44250.0,Source Verified,PA
671779,6 years,MORTGAGE,94500.0,Source Verified,VA
35033,8 years,MORTGAGE,110000.0,Source Verified,NJ
384153,7 years,MORTGAGE,48000.0,Verified,MS
213587,,MORTGAGE,27384.0,Verified,FL
310038,4 years,RENT,39500.0,Source Verified,MI
576091,,MORTGAGE,75000.0,Not Verified,LA
18737,3 years,RENT,105000.0,Verified,AR
503575,5 years,RENT,63350.0,Verified,MA
91404,1 year,MORTGAGE,137500.0,Source Verified,CO
488841,< 1 year,MORTGAGE,61250.0,Source Verified,GA
542154,10+ years,RENT,69450.0,Source Verified,MS
217236,9 years,RENT,28000.0,Verified,FL
498476,2 years,MORTGAGE,62560.0,Source Verified,NC
656723,4 years,OWN,90900.0,Source Verified,FL
208015,7 years,RENT,265000.0,Source Verified,CA
145324,3 years,OWN,181000.0,Source Verified,RI
47361,8 years,OWN,115000.0,Not Verified,NY
436278,< 1 year,MORTGAGE,54250.0,Verified,PA
272674,5 years,OWN,35000.0,Source Verified,NY
621893,1 year,MORTGAGE,83600.0,Source Verified,CA
681136,10+ years,MORTGAGE,96521.0,Verified,IN
590626,10+ years,MORTGAGE,77564.0,Verified,MD
47382,< 1 year,RENT,115000.0,Verified,NY
592741,3 years,MORTGAGE,78000.0,Source Verified,MD
568903,2 years,MORTGAGE,73800.0,Verified,MD
84983,10+ years,MORTGAGE,133500.0,Verified,IL
596737,4 years,RENT,78800.0,Verified,TX
156338,,RENT,19512.0,Verified,MI
48741,3 years,MORTGAGE,115664.0,Not Verified,TX
37253,7 years,MORTGAGE,110899.2,Verified,CA
632781,7 years,RENT,85648.0,Source Verified,TX
537951,10+ years,MORTGAGE,68640.0,Not Verified,MI
33411,5 years,RENT,110000.0,Not Verified,CT
409298,6 years,RENT,51000.0,Not Verified,CA
358589,6 years,MORTGAGE,45000.0,Verified,ND
262374,5 years,RENT,33934.0,Source Verified,NC
591992,3 years,MORTGAGE,78000.0,Not Verified,CT
307921,< 1 year,MORTGAGE,39000.0,Source Verified,VA
633392,7 years,MORTGAGE,85992.0,Verified,FL
362083,4 years,MORTGAGE,45302.0,Source Verified,ID
